indexes,labels,dist_euclid,dist_cos
4159,7,139.48366,0.6802326
4160,3,158.69354,0.7826618
4161,9,225.37453,0.27023825
4162,5,198.45561,0.39760226
4163,3,141.05875,0.8181801
4164,0,162.90024,0.6199028
4165,2,171.77205,0.66092706
4166,2,179.68323,0.5816848
4167,0,148.88913,0.6312235
4168,6,163.01813,0.63089156
4169,2,133.66608,0.8115686
4170,3,175.15556,0.5554777
4171,1,148.67494,0.8160847
4172,9,176.10492,0.7419481
4173,6,129.22679,0.8563374
4174,8,210.40538,0.49539813
4175,6,145.31052,0.67305434
4176,0,190.76343,0.5362909
4177,9,161.44807,0.6425514
4178,7,130.08437,0.92201227
4179,7,134.16667,0.74395174
4180,9,144.0603,0.7863202
4181,1,138.60129,0.8104057
4182,4,135.95232,0.89497334
4183,7,185.51564,0.514225
4184,9,169.58784,0.57226735
4185,1,145.69675,0.79648596
4186,5,173.94054,0.6411473
4187,0,168.42487,0.5488404
4188,2,137.75883,0.81085706
4189,0,207.76637,0.4292406
4190,4,151.93242,0.70618653
4191,7,156.28076,0.7754901
4192,6,139.16273,0.81329626
4193,6,133.22974,0.76608163
4194,9,180.67792,0.5748465
4195,2,186.31628,0.5551787
4196,5,143.60266,0.72958696
4197,4,169.44353,0.60052294
4198,3,178.61453,0.6269069
4199,7,156.92508,0.67638475
4200,0,150.27971,0.7019566
4201,0,198.69873,0.29849932
4202,3,138.2794,0.84509224
4203,3,207.31758,0.47706756
4204,7,135.15112,0.858742
4205,5,192.52493,0.5755947
4206,4,179.6295,0.57888025
4207,5,141.39784,0.78461653
4208,4,167.78342,0.7453522
4209,9,149.27245,0.65222174
4210,0,173.29625,0.5746296
4211,7,120.19289,0.85590684
4212,5,154.65178,0.72184443
4213,7,173.81433,0.53191274
4214,3,191.95274,0.35806516
4215,4,131.00626,0.804033
4216,7,139.87804,0.6941583
4217,7,170.73824,0.64840895
4218,5,225.05838,0.5138089
4219,6,184.48703,0.5316528
4220,5,202.93777,0.36452705
4221,0,195.81738,0.42127767
4222,8,166.49977,0.60072315
4223,9,193.27174,0.5172802
4224,9,183.84106,0.6461713
4225,5,135.02576,0.88115793
4226,9,136.35318,0.7782888
4227,6,137.78322,0.90148896
4228,7,177.70847,0.4050698
4229,4,152.92793,0.6529989
4230,1,142.6236,0.7701155
4231,9,171.0486,0.3459804
4232,3,169.62201,0.68028384
4233,4,128.92537,0.9036086
4234,8,159.70464,0.6079082
4235,4,179.19441,0.566395
4236,4,123.29398,0.79498255
4237,4,147.51811,0.7282235
4238,7,119.442696,0.8806866
4239,0,165.65936,0.694181
4240,7,171.8114,0.580486
4241,8,177.18387,0.5107396
4242,1,207.04672,0.40016562
4243,0,146.26616,0.7928225
4244,8,153.02362,0.6586303
4245,3,139.6732,0.7903032
4246,3,134.81613,0.8288654
4247,8,203.16187,0.5821855
4248,8,184.60748,0.53463227
4249,4,149.25038,0.7373274
4250,3,146.92131,0.7747736
4251,6,148.3502,0.70486754
4252,0,184.17017,0.5545131
4253,7,125.24375,0.85090584
4254,3,210.93626,0.47201192
4255,3,174.55914,0.64341384
4256,9,177.7292,0.6792913
4257,1,214.0874,0.36647296
4258,6,128.06412,0.83384866
4259,1,155.53056,0.6964826
4260,4,173.24431,0.54240125
4261,9,168.63737,0.5691099
4262,7,192.12459,0.49337047
4263,3,190.66446,0.40199116
4264,6,121.37204,0.86378044
4265,1,174.65427,0.63709563
4266,4,145.30959,0.8033618
4267,3,146.69185,0.77259535
4268,5,222.2305,0.3900498
4269,2,151.22542,0.8050185
4270,1,181.57753,0.5669162
4271,6,147.47968,0.7493607
4272,7,210.21092,0.5034786
4273,0,182.1122,0.61500466
4274,2,159.38507,0.86878145
4275,7,196.93048,0.5472749
4276,4,162.08028,0.6599017
4277,3,189.18784,0.3620476
4278,4,125.0741,0.89246154
4279,7,170.3835,0.6943361
4280,3,185.51878,0.3955811
4281,4,139.77623,0.92082006
4282,4,141.81352,0.9156887
4283,1,156.33012,0.72449917
4284,4,151.14429,0.77416646
4285,4,157.25278,0.7438697
4286,3,172.08406,0.8129915
4287,3,159.35939,0.72498435
4288,4,137.1998,0.8936276
4289,4,139.46965,0.730966
4290,8,187.90999,0.390688
4291,8,197.87761,0.29680467
4292,3,146.02698,0.75330305
4293,3,161.87355,0.59591377
4294,7,128.74022,0.8532132
4295,3,171.34917,0.6909289
4296,4,117.71155,0.87034225
4297,3,199.10857,0.49249297
4298,3,128.5042,0.788176
4299,4,169.71408,0.68674016
4300,4,212.24205,0.4895452
4301,3,131.7902,0.7975625
4302,9,165.6348,0.6278017
4303,6,128.58679,0.87488514
4304,4,215.57617,0.4570462
4305,8,166.44144,0.6844958
4306,3,175.17815,0.6148717
4307,0,169.01183,0.65737337
4308,5,127.09196,0.7918139
4309,3,177.20659,0.4271295
4310,3,189.02612,0.58889264
4311,6,188.97557,0.6137
4312,3,167.76933,0.71946
4313,3,189.78818,0.3209789
4314,3,148.19817,0.83355683
4315,0,177.97704,0.58553135
4316,6,177.79945,0.5889322
4317,0,175.32567,0.57904637
4318,3,169.85316,0.613589
4319,2,162.56369,0.76895046
4320,3,136.30957,0.8453534
4321,4,136.85728,0.9116896
4322,9,182.1094,0.5210536
4323,9,169.96739,0.6085115
4324,4,126.45619,0.91628516
4325,5,167.0161,0.6234079
4326,7,135.23093,0.8815017
4327,4,178.75743,0.5669498
4328,2,205.79124,0.49152115
4329,0,203.9626,0.57232934
4330,6,148.11353,0.6830077
4331,8,210.12383,0.35040548
4332,3,191.51831,0.33145303
4333,9,160.04391,0.71003014
4334,5,156.18954,0.78812414
4335,8,191.30692,0.37296483
4336,6,114.83508,0.905758
4337,7,119.51851,0.8882925
4338,3,140.92278,0.8384232
4339,6,128.80438,0.7605231
4340,4,139.88489,0.8845958
4341,3,164.9574,0.49255285
4342,5,143.15361,0.8701985
4343,3,212.24562,0.41253027
4344,7,110.42464,0.8389619
4345,9,142.94516,0.71645886
4346,7,135.70876,0.6993902
4347,6,127.37731,0.8673451
4348,5,163.1248,0.7036027
4349,8,144.26067,0.7432024
4350,9,158.8768,0.6796037
4351,9,159.43692,0.7239743
4352,4,158.91638,0.6011594
4353,3,170.21211,0.51983255
4354,4,170.1107,0.63221043
4355,5,193.80417,0.44897088
4356,0,199.82549,0.4572146
4357,8,183.18903,0.7624051
4358,0,171.54019,0.61350507
4359,3,139.86887,0.8453757
4360,9,180.63512,0.71162486
4361,5,168.30478,0.78517324
4362,3,146.30313,0.7023905
4363,8,196.71594,0.49713668
4364,8,167.6543,0.6676627
4365,5,122.21654,0.8832016
4366,3,149.83624,0.7393984
4367,7,127.472206,0.82972795
4368,2,137.52562,0.80227697
4369,3,138.15048,0.82530683
4370,3,145.45831,0.8217533
4371,0,176.35643,0.54908115
4372,2,171.89058,0.570868
4373,3,144.18266,0.8079501
4374,3,174.98091,0.5393878
4375,4,123.608864,0.90424573
4376,5,214.22316,0.5530241
4377,2,173.69414,0.55343133
4378,2,166.25142,0.7041112
4379,2,167.04547,0.6183315
4380,7,207.18872,0.47690216
4381,9,170.87976,0.6422233
4382,8,168.80147,0.6398956
4383,4,191.74547,0.47232494
4384,4,142.29811,0.9258521
4385,4,191.39372,0.5425088
4386,8,170.13501,0.63339645
4387,3,196.22433,0.64717776
4388,7,124.00003,0.775669
4389,5,203.9823,0.4715394
4390,6,165.10631,0.70519525
4391,5,126.576126,0.82676727
4392,0,147.05536,0.7558307
4393,9,181.61983,0.4956042
4394,8,158.96716,0.591221
4395,3,139.5407,0.82846975
4396,4,162.13383,0.6716295
4397,3,182.37898,0.4843038
4398,4,136.51169,0.7700339
4399,7,169.59184,0.58939177
4400,8,173.33899,0.73624283
4401,9,166.98415,0.5978992
4402,4,183.5041,0.59528273
4403,2,152.05998,0.78715754
4404,8,224.91574,0.4607501
4405,2,145.06128,0.6264183
4406,9,183.8819,0.602984
4407,6,217.21977,0.3596739
4408,3,148.15327,0.8320465
4409,1,152.14314,0.55866873
4410,4,183.82962,0.55178356
4411,4,184.95152,0.5649915
4412,5,140.54056,0.7530034
4413,9,155.8376,0.65402085
4414,5,149.85309,0.74677294
4415,5,133.23293,0.8939917
4416,4,204.62943,0.32581857
4417,4,209.42879,0.33159143
4418,0,199.55432,0.3903311
4419,5,153.75377,0.71230537
4420,5,157.02565,0.88960403
4421,0,171.62161,0.50511104
4422,4,128.1151,0.8784434
4423,0,153.01508,0.7254831
4424,0,161.63893,0.6012057
4425,3,190.79175,0.54349506
4426,0,138.46927,0.7125547
4427,8,182.89313,0.44079778
4428,9,161.26286,0.4778458
4429,7,208.52719,0.2918571
4430,7,162.56302,0.65663356
4431,6,146.0227,0.70889884
4432,4,139.50899,0.80210876
4433,0,137.70628,0.74802035
4434,3,192.65602,0.4162734
4435,3,144.8094,0.6896513
4436,0,176.77281,0.5681454
4437,0,147.3698,0.7270739
4438,1,130.38588,0.8577858
4439,1,149.9164,0.70100266
4440,9,155.96663,0.73317444
4441,4,218.06076,0.5360404
4442,8,219.16096,0.33393016
4443,5,157.16791,0.76665145
4444,3,181.70053,0.51518774
4445,0,189.99838,0.58909404
4446,5,141.13394,0.89721465
4447,4,187.23251,0.4808846
4448,0,164.68736,0.786219
4449,4,149.1334,0.9157448
4450,9,156.88812,0.6028595
4451,9,144.02441,0.7479273
4452,6,170.0391,0.6415777
4453,4,161.15594,0.62303936
4454,8,219.97847,0.22961564
4455,8,182.99509,0.4356474
4456,6,154.93115,0.662732
4457,3,129.19357,0.7973133
4458,0,174.846,0.6443575
4459,1,203.55394,0.51792395
4460,3,196.8124,0.6023943
4461,2,151.4903,0.8199512
4462,8,159.45818,0.5886979
4463,4,202.51144,0.53288215
4464,3,181.5808,0.5881489
4465,7,140.9047,0.872316
4466,5,185.08063,0.48203793
4467,0,144.76147,0.7535023
4468,3,170.34723,0.6781919
4469,4,144.63713,0.7708528
4470,3,173.34985,0.61535275
4471,3,135.37888,0.85684943
4472,7,157.74126,0.66912925
4473,3,144.3646,0.77393717
4474,2,165.47395,0.6566775
4475,5,145.25977,0.84121513
4476,4,198.335,0.46840858
4477,7,155.19478,0.69482976
4478,4,159.95732,0.63825864
4479,6,135.97397,0.7525883
4480,4,134.06232,0.8979678
4481,6,125.34332,0.8526538
4482,3,152.25838,0.8185644
4483,0,188.86604,0.5469643
4484,4,152.01773,0.7226034
4485,2,136.60411,0.86156106
4486,3,146.592,0.7869883
4487,5,196.92839,0.45934588
4488,4,133.37753,0.8946767
4489,5,168.23431,0.63688415
4490,0,173.09436,0.7051694
4491,0,200.86946,0.54273355
4492,6,138.13287,0.7896376
4493,4,144.13087,0.9201883
4494,4,129.2388,0.85971105
4495,5,168.84099,0.62935466
4496,5,118.42092,0.84550285
4497,8,174.12291,0.51011723
4498,9,185.15048,0.47541276
4499,2,147.58742,0.76167953
4500,5,166.57925,0.6928005
4501,2,192.22429,0.53018755
4502,9,173.93199,0.62445456
4503,3,136.86139,0.84363246
4504,9,169.89903,0.57636344
4505,2,162.67632,0.74702305
4506,4,133.23544,0.8220346
4507,3,160.09277,0.65936273
4508,4,144.92712,0.8475199
4509,7,140.92693,0.7938393
4510,8,203.80528,0.26740366
4511,0,175.7486,0.6421523
4512,3,152.56577,0.76074994
4513,3,138.39436,0.748049
4514,9,160.5265,0.7001172
4515,4,202.93306,0.5182842
4516,8,142.61919,0.70126575
4517,8,186.9581,0.6353906
4518,2,213.0403,0.3843428
4519,3,153.26984,0.67805314
4520,6,125.57095,0.73886853
4521,9,151.46748,0.6961852
4522,3,159.89766,0.74801147
4523,3,139.52829,0.7694269
4524,3,146.4178,0.7287583
4525,6,184.35915,0.66513294
4526,7,120.95774,0.88447124
4527,0,161.89021,0.73970085
4528,6,160.9832,0.7206628
4529,0,138.03319,0.845585
4530,7,117.56112,0.8325627
4531,9,172.13448,0.6204755
4532,3,177.82683,0.5678096
4533,1,152.21716,0.70304096
4534,5,175.13441,0.63256705
4535,9,168.4404,0.6070349
4536,7,193.71162,0.6178406
4537,8,180.45738,0.5360448
4538,0,183.23613,0.46307153
4539,4,148.9499,0.91969824
4540,3,181.96628,0.57414687
4541,4,170.65294,0.66062963
4542,3,147.9604,0.7471632
4543,9,178.36127,0.5278229
4544,3,150.90683,0.7545194
4545,4,184.54135,0.61546606
4546,5,155.1746,0.89537275
4547,4,139.49702,0.9042284
4548,3,161.42804,0.73708904
4549,4,161.2149,0.7954064
4550,7,127.14782,0.7606351
4551,4,218.03175,0.30909577
4552,5,164.26749,0.7181285
4553,3,167.05107,0.57330155
4554,3,156.00052,0.73783267
4555,4,186.62268,0.6446203
4556,0,194.37318,0.4944874
4557,9,161.27618,0.730341
4558,7,219.63525,0.32172447
4559,7,118.85299,0.8500985
4560,4,194.6479,0.5217193
4561,0,190.23592,0.49401963
4562,8,199.70944,0.53019005
4563,9,196.06483,0.43979463
4564,5,147.69566,0.8984089
4565,3,207.37004,0.46521702
4566,5,153.27257,0.8906201
4567,0,165.41817,0.6180974
4568,8,138.87604,0.7481459
4569,3,159.21588,0.63221055
4570,1,142.35957,0.7431829
4571,4,133.52597,0.84605414
4572,3,182.19916,0.45876285
4573,0,163.42802,0.696735
4574,0,141.76982,0.7777904
4575,3,158.85188,0.7115874
4576,7,223.01003,0.362282
4577,9,165.49498,0.59017503
4578,8,153.43887,0.61324006
4579,4,127.21996,0.8428503
4580,8,194.41766,0.4810747
4581,0,179.65584,0.4843645
4582,8,179.85449,0.5796251
4583,0,168.9004,0.5048693
4584,8,228.25351,0.4482126
4585,9,175.01382,0.5916962
4586,5,161.9469,0.7946075
4587,4,127.588715,0.87543446
4588,0,180.52925,0.6440228
4589,8,196.99577,0.47013715
4590,6,160.48322,0.5748165
4591,0,148.44014,0.8106608
4592,4,134.78014,0.9025566
4593,8,154.61859,0.630759
4594,0,139.8336,0.73102784
4595,5,159.50002,0.6595269
4596,3,157.84691,0.85036784
4597,3,152.24388,0.80957323
4598,4,139.92992,0.90681356
4599,0,147.283,0.6161026
4600,9,180.2382,0.7359838
4601,4,161.54576,0.6262389
4602,6,123.761826,0.8790769
4603,1,182.83244,0.4905632
4604,2,151.97816,0.85060596
4605,3,144.84953,0.78210574
4606,3,210.36844,0.2941778
4607,0,149.03456,0.62263983
4608,3,165.98917,0.56783575
4609,3,149.59973,0.8432884
4610,2,155.82112,0.726212
4611,0,147.74799,0.68883103
4612,0,180.51521,0.69637305
4613,0,144.28159,0.8072603
4614,0,148.36435,0.75595725
4615,9,169.71654,0.719249
4616,7,119.09429,0.883182
4617,3,134.7403,0.7977111
4618,4,134.38048,0.81262684
4619,3,150.0087,0.7752311
4620,1,157.64961,0.68548757
4621,9,167.18488,0.7865777
4622,6,125.94748,0.8888649
4623,9,170.2121,0.70228773
4624,8,194.17061,0.48480952
4625,7,162.9569,0.7274604
4626,7,181.89803,0.41778535
4627,3,164.30682,0.6244657
4628,7,122.99567,0.8917136
4629,4,182.65926,0.688476
4630,5,181.34496,0.5802765
4631,9,162.6442,0.514607
4632,4,171.5115,0.6336508
4633,9,197.91415,0.3420625
4634,4,125.196686,0.85455686
4635,0,203.90167,0.42483777
4636,6,143.89502,0.7093522
4637,4,140.0566,0.89800555
4638,0,150.52216,0.6553899
4639,3,149.49568,0.7397512
4640,4,154.8279,0.6983513
4641,0,185.85666,0.5750504
4642,7,148.2067,0.7311409
4643,4,126.66513,0.91521144
4644,0,201.91338,0.5054635
4645,3,156.25795,0.83426
4646,8,164.78975,0.5531596
4647,4,174.33379,0.50420904
4648,3,148.18735,0.76571333
4649,0,151.35706,0.7210568
4650,3,137.67465,0.8173571
4651,9,156.18156,0.5921781
4652,4,125.91593,0.8985653
4653,7,135.76147,0.8740106
4654,0,181.24638,0.56883186
4655,7,188.22545,0.5623531
4656,1,131.72078,0.84432566
4657,0,165.28833,0.65094393
4658,2,203.14514,0.5453627
4659,7,114.811676,0.90014327
4660,4,157.46947,0.70935625
4661,5,188.23027,0.5465198
4662,0,156.15419,0.7206603
4663,4,165.03548,0.66112643
4664,9,164.82811,0.508311
4665,2,155.67084,0.6375585
4666,6,131.85655,0.7910548
4667,3,183.82124,0.6451143
4668,8,197.10197,0.42967752
4669,3,173.1777,0.64832467
4670,1,158.79591,0.72881424
4671,4,196.25084,0.4993568
4672,0,141.31992,0.8181578
4673,0,179.78452,0.6484676
4674,5,226.57286,0.5359073
4675,4,193.1118,0.6174392
4676,4,153.75665,0.72750705
4677,5,138.31808,0.85322464
4678,6,133.92041,0.7453221
4679,3,185.74345,0.50620854
4680,4,131.41893,0.8609615
4681,7,107.21562,0.87720263
4682,0,157.3383,0.60940194
4683,0,163.76645,0.6643797
4684,0,162.18495,0.7397809
4685,2,208.38885,0.4962318
4686,3,214.89554,0.5288157
4687,0,185.38257,0.5119158
4688,8,176.99434,0.51484424
4689,1,163.75885,0.6939956
4690,5,180.38408,0.60283804
4691,4,179.4773,0.6337528
4692,7,133.62796,0.767828
4693,9,191.6337,0.44484457
4694,3,207.7161,0.4958598
4695,1,178.82933,0.6818933
4696,0,148.6155,0.7105941
4697,7,119.45369,0.85900563
4698,4,154.7195,0.59918153
4699,0,182.54156,0.34400916
4700,2,146.01927,0.82400596
4701,4,159.27809,0.9073027
4702,6,155.42953,0.68498087
4703,3,129.63069,0.8427363
4704,2,153.64081,0.7509409
4705,9,181.18486,0.5357203
4706,2,157.09938,0.7786812
4707,3,150.25507,0.737668
4708,2,152.35204,0.7316
4709,2,169.59506,0.6886057
4710,4,169.47328,0.54602164
4711,4,132.94373,0.85175127
4712,0,164.64523,0.54791814
4713,4,156.47466,0.68899024
4714,0,159.48312,0.73284245
4715,3,175.79602,0.39653516
4716,7,126.58608,0.89788973
4717,4,167.99002,0.6842907
4718,0,175.18102,0.69687766
4719,0,187.18677,0.63455695
4720,5,128.8317,0.84524965
4721,2,180.28548,0.70401657
4722,0,180.61125,0.47488678
4723,7,139.75772,0.89743406
4724,5,138.02225,0.85927236
4725,8,180.06407,0.560223
4726,2,170.82301,0.75023353
4727,2,142.13571,0.7784206
4728,3,135.24663,0.7806525
4729,3,211.77399,0.49155015
4730,6,127.10501,0.83473533
4731,0,175.08829,0.5422572
4732,7,121.71195,0.9096154
4733,0,181.99527,0.5835429
4734,2,180.08266,0.57805043
4735,7,156.6535,0.6284176
4736,2,172.35855,0.7157196
4737,3,156.4125,0.8667849
4738,5,161.35086,0.606333
4739,1,157.89595,0.8022212
4740,6,186.2364,0.4669459
4741,9,158.03954,0.6154046
4742,0,165.36209,0.5690969
4743,5,212.68167,0.5009579
4744,3,126.070915,0.8227733
4745,2,198.04926,0.643237
4746,7,144.90298,0.7720148
4747,6,152.57964,0.7086385
4748,3,169.45389,0.61255795
4749,1,203.79085,0.28156924
4750,4,195.1603,0.58152705
4751,1,183.85587,0.62423
4752,5,150.47646,0.79967403
4753,5,139.16998,0.8330291
4754,7,160.81085,0.5165658
4755,3,160.35205,0.7236378
4756,0,160.994,0.7238519
4757,4,198.23947,0.4575433
4758,0,162.39542,0.5530369
4759,6,146.3239,0.7517396
4760,3,167.23248,0.6807462
4761,6,206.37889,0.36359328
4762,3,155.01447,0.7741522
4763,2,187.87808,0.59109336
4764,0,139.53209,0.7763859
4765,9,158.01833,0.729703
4766,8,156.3709,0.54994357
4767,4,138.46361,0.9062822
4768,0,134.81099,0.8128781
4769,4,141.80429,0.9147857
4770,8,165.62985,0.75014555
4771,7,160.05804,0.6885031
4772,8,141.40955,0.65289414
4773,7,227.15431,0.2570651
4774,4,136.75714,0.9154912
4775,3,131.06975,0.81429285
4776,3,185.42369,0.61139876
4777,5,145.95387,0.79248834
4778,4,159.50316,0.70687884
4779,0,161.61342,0.63115966
4780,5,221.4748,0.41068128
4781,0,215.70187,0.40799016
4782,8,172.40753,0.5225632
4783,3,128.00105,0.8301069
4784,5,202.5074,0.47323617
4785,3,165.99109,0.6093952
4786,3,184.51202,0.6457341
4787,8,192.05699,0.55295277
4788,3,207.21802,0.4723628
4789,7,208.87137,0.26967078
4790,4,213.15596,0.48824313
4791,3,159.97064,0.71208405
4792,0,184.2039,0.49564746
4793,8,174.73958,0.53317547
4794,3,155.0095,0.71696365
4795,0,163.08446,0.603824
4796,6,184.045,0.5954058
4797,3,142.15767,0.8186351
4798,3,142.5901,0.7150839
4799,7,122.05575,0.85106283
4800,3,161.6062,0.63220704
4801,9,210.23802,0.33010948
4802,3,166.98846,0.7327389
4803,1,168.75038,0.5909022
4804,4,184.31725,0.5266104
4805,8,171.9171,0.59709114
4806,1,159.59813,0.69520706
4807,4,198.73756,0.43365598
4808,4,132.27908,0.8563856
4809,8,165.71733,0.6959511
4810,3,144.54507,0.852397
4811,1,140.34172,0.8441191
4812,9,170.89635,0.6984598
4813,5,122.101585,0.846154
4814,6,192.62012,0.60645354
4815,7,160.43039,0.73085207
4816,8,188.94978,0.389909
4817,5,152.39511,0.7372494
4818,0,157.89804,0.70626175
4819,3,163.12758,0.6744845
4820,2,154.88419,0.6584662
4821,4,126.42392,0.8192492
4822,3,167.22763,0.81956255
4823,0,166.61926,0.6112571
4824,4,197.19434,0.4492743
4825,4,122.966415,0.9160258
4826,4,189.02403,0.53164756
4827,7,208.33138,0.60813105
4828,3,173.53569,0.5241291
4829,7,121.590164,0.8475984
4830,6,166.8395,0.41019267
4831,7,119.71776,0.7372637
4832,2,173.15012,0.58127654
4833,2,194.61325,0.5110456
4834,6,182.10715,0.6868583
4835,4,139.56383,0.8465472
4836,3,150.88248,0.69880474
4837,9,162.22395,0.62826353
4838,0,177.72266,0.57341665
4839,9,187.62956,0.6358388
4840,5,143.06677,0.79846936
4841,6,174.67003,0.47000903
4842,4,134.0298,0.76533276
4843,7,179.53726,0.5532289
4844,4,130.87279,0.83272064
4845,5,159.98935,0.7551948
4846,6,154.5222,0.6216688
4847,6,142.56564,0.79610527
4848,7,108.36689,0.8445854
4849,3,180.02614,0.5859059
4850,1,148.61206,0.66173697
4851,3,206.15613,0.42258394
4852,6,130.40115,0.820533
4853,7,176.92943,0.55202806
4854,7,151.95067,0.79533166
4855,1,180.97993,0.5176262
4856,7,156.56311,0.66696715
4857,1,181.76494,0.5608562
4858,4,140.85397,0.66449016
4859,9,164.84756,0.6234857
4860,0,177.6183,0.62355167
4861,3,152.48883,0.7773772
4862,4,120.14655,0.8767199
4863,1,177.26192,0.6736718
4864,7,194.71577,0.57251704
4865,7,140.0655,0.6717965
4866,4,200.5784,0.44137564
4867,2,196.10893,0.6043401
4868,8,190.45972,0.38048303
4869,9,197.97568,0.7393975
4870,6,188.58719,0.5044595
4871,2,180.45325,0.55844396
4872,0,164.29942,0.4886815
4873,4,145.66678,0.7190259
4874,4,129.45174,0.84388375
4875,2,189.51767,0.55270785
4876,0,172.49213,0.5695045
4877,7,114.42313,0.8928348
4878,8,178.01283,0.56247133
4879,1,191.39087,0.5311114
4880,5,137.20387,0.8292877
4881,3,173.567,0.7140641
4882,0,189.9658,0.5342408
4883,3,181.12344,0.6053032
4884,0,209.56613,0.49357483
4885,3,211.57664,0.38922715
4886,2,162.37906,0.48249474
4887,9,172.23994,0.6239484
4888,2,171.78798,0.52247906
4889,1,162.5089,0.541196
4890,8,178.4666,0.6943067
4891,6,131.6744,0.8224091
4892,7,128.17493,0.78611404
4893,2,165.94705,0.63434196
4894,7,166.28596,0.6647349
4895,0,158.58301,0.5606443
4896,7,156.07779,0.63251644
4897,8,156.84662,0.638088
4898,6,142.17383,0.68941134
4899,5,194.85011,0.64223313
4900,2,202.60336,0.2992825
4901,6,145.31133,0.6089281
4902,9,215.99315,0.4152888
4903,3,161.12737,0.7588548
4904,0,178.89874,0.55051965
4905,8,197.82196,0.57166684
4906,9,169.67857,0.3980906
4907,8,175.51332,0.5670328
4908,3,154.39209,0.7159274
4909,6,135.6727,0.8962582
4910,0,175.47107,0.62655395
4911,2,148.25778,0.81794167
4912,0,158.41681,0.68044597
4913,4,147.3877,0.78564835
4914,4,165.80103,0.6667495
4915,0,182.12245,0.51875156
4916,3,187.96097,0.5766024
4917,9,161.96059,0.52044904
4918,8,177.73029,0.6470936
4919,3,149.29001,0.6816232
4920,8,168.09795,0.46347487
4921,7,161.47865,0.7149482
4922,4,127.00997,0.8923891
4923,9,191.29364,0.4262564
4924,3,139.57831,0.8432469
4925,6,148.47556,0.6363111
4926,0,168.6797,0.61632264
4927,4,197.19807,0.39073664
4928,7,129.2948,0.8346126
4929,4,175.99069,0.6105681
4930,4,197.7264,0.47937015
4931,3,149.90233,0.69206756
4932,3,144.22536,0.8163388
4933,9,170.98666,0.61203665
4934,6,145.44112,0.71026355
4935,0,169.62146,0.61799705
4936,4,130.4807,0.9042724
4937,0,158.65929,0.6644477
4938,7,139.52449,0.7595719
4939,7,199.23671,0.44229963
4940,3,143.6482,0.8100172
4941,4,169.72734,0.6327264
4942,7,137.54079,0.77185214
4943,8,160.55208,0.58611655
4944,3,195.11098,0.48217812
4945,9,186.03271,0.42506856
4946,7,122.624596,0.8483423
4947,0,191.01071,0.43445948
4948,6,130.4947,0.8188772
4949,7,197.25949,0.33060834
4950,0,170.33742,0.52435994
4951,0,220.68541,0.31643704
4952,3,138.67488,0.8433091
4953,0,149.67882,0.641801
4954,1,140.60045,0.8178531
4955,0,145.03534,0.6611419
4956,5,208.58545,0.37314373
4957,0,160.98308,0.6160975
4958,2,182.07196,0.47382554
4959,6,129.75266,0.8293906
4960,6,181.17027,0.4187029
4961,7,125.91659,0.76383704
4962,8,183.21576,0.6190345
4963,3,139.7403,0.7025163
4964,9,220.03825,0.37474212
4965,3,169.38263,0.5312039
4966,4,167.71346,0.63945377
4967,0,211.67677,0.33176452
4968,4,155.36475,0.7592776
4969,6,164.54169,0.5837116
4970,4,156.39622,0.68808836
4971,5,131.27896,0.88201964
4972,7,148.77235,0.8130521
4973,7,132.85884,0.8855582
4974,6,144.76674,0.8028052
4975,4,119.92434,0.9106586
4976,0,167.07993,0.6427714
4977,9,214.27843,0.35987124
4978,4,200.4003,0.5044357
4979,6,167.03296,0.62797827
4980,3,171.24475,0.5083045
4981,8,148.5513,0.73613364
4982,7,113.15707,0.8450578
4983,1,154.37912,0.71566
4984,3,176.63243,0.6644554
4985,0,214.51758,0.3409952
4986,4,134.8466,0.91756415
4987,3,140.20627,0.8007665
4988,3,182.3206,0.582758
4989,3,194.53355,0.5691542
4990,2,176.09012,0.5949239
4991,3,161.61992,0.6735239
4992,7,204.9514,0.46444184
4993,0,169.92752,0.7491371
4994,3,172.72253,0.5831473
4995,3,147.85728,0.754384
4996,9,165.86174,0.57085425
4997,8,203.36438,0.5574803
4998,3,159.30121,0.61775094
4999,0,174.81421,0.5975279
5000,0,210.36339,0.685955
5001,4,144.22095,0.9084885
5002,8,177.85345,0.5475796
5003,3,172.93399,0.6306921
5004,4,160.60439,0.68710655
5005,7,127.51194,0.82256025
5006,0,179.36896,0.67668694
5007,0,155.78305,0.688689
5008,2,202.36488,0.36809745
5009,4,194.56973,0.42382917
5010,3,148.82312,0.7881646
5011,3,182.35486,0.5485128
5012,3,144.03755,0.76573193
5013,3,168.79158,0.6896605
5014,0,157.1872,0.7232332
5015,7,133.00269,0.7905426
5016,4,136.9849,0.73203623
5017,9,193.48274,0.52875894
5018,0,148.19748,0.6554131
5019,2,179.44543,0.6017942
5020,1,130.18486,0.8250278
5021,3,143.20851,0.72718513
5022,0,177.43578,0.7529009
5023,3,192.63266,0.47218665
5024,2,183.56604,0.68428403
5025,6,182.76813,0.44979063
5026,7,206.67247,0.5444058
5027,4,143.93951,0.73726094
5028,3,161.9506,0.7331183
5029,8,208.27048,0.3795885
5030,7,143.59789,0.65285915
5031,3,139.27844,0.8368121
5032,3,159.6148,0.6048982
5033,1,157.94878,0.7356297
5034,3,175.29358,0.66022563
5035,4,156.72852,0.7109892
